Lehti;Number;Number_extra;Count;Year;Tekijä;Novelli;Alkup-novelli;Alkup-vuosi;Suomentaja;runo;raapale;filk
Tähtivaeltaja;2;;;2012;Crosshill, Tom;Sirpaleet, tai kymmenentuhatta jäähyväistä;Fragmantation, or Ten Thousand Goodbyes;2012;Silvonen, Sarianna;;;
Tähtivaeltaja;2;;;2015;Davidson, Rjurik;Domine;Domine;2007;Mäkelä, J. Pekka;;;
Tähtivaeltaja;2;;;2013;de Bodard, Aliette;Laivan synty;Shipbirth;2011;Mäkelä, J. Pekka;;;
Tähtivaeltaja;3;;;1999;de Sousa Causo, Roberto;Mikä kuolematon käsi tai silmä;What Immortal Hand or Eye;1999;Kanto, Kari;;;
Tähtivaeltaja;1;;;1995;Delany, Samuel R.;Kyllä, ja Gomorra;Aye, And Gomorrah;1967;Ronni, Tapani;;;
Tähtivaeltaja;1;;;1990;Dick, Philip K.;Rautavaaran tapaus;Rautavaara's Case;1980;Ronni, Tapani;;;
Tähtivaeltaja;1;;;1987;Dick, Philip K.;Revanssiottelu;Return Match;1967;Peltonen, Leena;;;
Tähtivaeltaja;1;;;1991;Dick, Philip K.;Total Recall;We Can Remember It for You Wholesale;1966;Sinkkonen, Marja;;;
Tähtivaeltaja;1;;;2006;Doctorow, Cory;Rojukoira;Craphound;1998;Parpola, Inka;;;
Tähtivaeltaja;4;;;2009;Duncan, Hal;Ministerin viimeinen oljenkorsi;The Last Straw;2007;Saikkonen, Nina;;;
Tähtivaeltaja;1;;;2014;Duncan, Hal;Rähjäkit;Scruffians Stamp;2009;Silvonen, Sarianna;;;
